Date,Open,High,Low,Close,Adj Close,Volume
1/1/2015,99.599998,101.849998,98.699997,100.099998,99.642296,1282669
1/2/2015,100.199997,102.449997,98.400002,98.900002,98.447784,1947900
1/5/2015,99.349998,100.900002,97.75,98.050003,97.601677,952712
1/6/2015,98,98,93.300003,93.949997,93.520416,885552
1/7/2015,94.699997,94.699997,91,93,92.57476,975320
1/8/2015,94.449997,96.300003,94.300003,94.800003,94.366531,760758
1/9/2015,95.699997,96.699997,94.050003,94.400002,93.968361,452392
1/12/2015,94.449997,98.550003,93.099998,96.5,96.058762,1047452
1/13/2015,97.400002,98.199997,94.550003,95.050003,94.615395,782530
1/14/2015,95.900002,103.400002,95.900002,100.099998,99.642296,3887112
1/15/2015,101,101.699997,97.349998,99.75,99.2939,1619302
1/16/2015,99.75,103.25,99.75,100.849998,100.38887,1921311
1/19/2015,101.699997,104,100.75,101.800003,101.334526,1308198
1/20/2015,102.300003,104.800003,99.550003,100.5,100.040466,3397207
1/21/2015,101.400002,102.199997,98.550003,99,98.547325,1052653
1/22/2015,99.150002,100.550003,97.650002,98.050003,97.601677,677480
1/23/2015,99,99.25,95.849998,96.550003,96.108536,652508
1/27/2015,97.199997,100.150002,96.449997,99.599998,99.144585,1002445
1/28/2015,100,103.300003,98.349998,99.25,98.796181,2365307
1/29/2015,99,102.25,97.550003,98.099998,97.651443,1138141
1/30/2015,98.699997,99,94.550003,95.050003,94.615395,832121
2/2/2015,94.849998,96.050003,93.699997,93.949997,93.520416,715494
2/3/2015,94.400002,96.400002,93.650002,94.150002,93.719505,647301
2/4/2015,94.400002,95.400002,93.25,93.75,93.321335,498893
2/5/2015,93.800003,94.099998,91.199997,92,91.579338,484347
2/6/2015,91.800003,93.25,90,90.25,89.837334,572366
2/9/2015,89.599998,89.599998,86.5,87.150002,86.751511,560699
2/10/2015,86.5,89.75,81.550003,82.050003,81.674835,1237970
2/11/2015,83,84.900002,81.199997,83.550003,83.167976,1783360
2/12/2015,84.199997,84.949997,83.5,83.949997,83.566139,1057885
2/13/2015,84.699997,88.900002,84.599998,87.150002,86.751511,2265620
2/16/2015,87.050003,88.400002,85.699997,86.199997,85.805855,773071
2/18/2015,86.5,86.5,84.300003,84.699997,84.312714,631073
2/19/2015,85,85.75,83.050003,83.550003,83.167976,760580
2/20/2015,83.449997,93.25,83.300003,91.650002,91.230934,3024750
2/23/2015,92.5,93.699997,89.150002,90.25,89.837334,1125162
2/24/2015,89.949997,89.949997,87.199997,87.900002,87.498085,568958
2/25/2015,88.199997,91.5,88,88.300003,87.896255,910880
2/26/2015,88.75,90.5,87.099998,89.400002,88.991226,767583
2/27/2015,89.949997,91.5,89.199997,89.949997,89.538704,737459
2/28/2015,null,null,null,89.949997,null,null
3/2/2015,91.849998,91.849998,89.150002,89.5,89.090767,576500
3/3/2015,89.800003,91.949997,88.800003,89.900002,89.488937,737044
3/4/2015,90.75,91.050003,87,87.699997,87.298996,517213
3/5/2015,87,89.800003,86.400002,87.050003,86.65197,624358
3/9/2015,86.599998,87.150002,82.050003,85.150002,84.760658,443240
3/10/2015,85.050003,86.900002,83.5,84.5,84.113625,625159
3/11/2015,84.400002,87.550003,83.949997,85.199997,84.810425,562991
3/12/2015,85.650002,87,85.300003,85.949997,85.556992,424191
3/13/2015,86.699997,86.800003,83.099998,83.5,83.118202,345820
3/16/2015,83.5,83.699997,82.050003,82.400002,82.023232,286879
3/17/2015,83,84.5,81.900002,82.849998,82.471169,343071
3/18/2015,83,86.5,82.199997,84.300003,83.914543,1088782
3/19/2015,84.099998,86,81.949997,82.199997,81.824142,500758
3/20/2015,82.349998,83.25,79,79.349998,78.987175,668488
3/23/2015,79.849998,80.25,77.050003,77.5,77.145638,383659
3/24/2015,77.449997,79.199997,76.800003,77.150002,76.797234,418193
3/25/2015,77.400002,77.900002,74.550003,76.199997,75.851578,896248
3/26/2015,76.099998,78.25,75.5,76.449997,76.100433,474374
3/27/2015,77,77.699997,74.900002,76.5,76.150208,879335
3/30/2015,78,83.099998,77.650002,81.800003,81.42598,1142024
3/31/2015,82.25,86.199997,82.25,85,84.611343,1188070
4/1/2015,85.300003,86.75,84.800003,85.300003,84.909973,509391
4/6/2015,85.949997,86.699997,85.199997,86,85.606766,410702
4/7/2015,86.400002,88.400002,85.550003,87.800003,87.398544,1319780
4/8/2015,88.349998,92.449997,88,91.199997,90.78299,1708813
4/9/2015,92.400002,94.25,89.5,90.400002,89.986649,1251409
4/10/2015,90.550003,93.400002,89.150002,91.400002,90.982079,1229870
4/13/2015,91.5,94,91.5,93.550003,93.122253,1372957
4/15/2015,94.5,94.550003,91,91.550003,91.131393,901550
4/16/2015,91.75,92.25,88.300003,88.75,88.344193,427586
4/17/2015,89.349998,89.349998,85.650002,87.25,86.851051,347477
4/20/2015,87.599998,87.800003,82.699997,84.949997,84.561569,425506
4/21/2015,85.400002,86.300003,84.099998,84.849998,84.462029,290309
4/22/2015,85,87.449997,83.800003,86,85.606766,277091
4/23/2015,86.699997,88.5,85.099998,87.900002,87.498085,541755
4/24/2015,87.900002,88.75,83.099998,83.900002,83.516373,474961
4/27/2015,85.300003,86.5,82,82.150002,81.774376,438576
4/28/2015,82.150002,84.25,80.5,83.5,83.118202,345919
4/29/2015,88.699997,89.599998,85.800003,87.099998,86.701736,1384516
4/30/2015,87.300003,88.699997,85.5,86.5,86.104485,404424
5/4/2015,87.199997,88.150002,86.75,87.150002,86.751511,337634
5/5/2015,87.150002,92.599998,86.800003,91.150002,90.733223,1377188
5/6/2015,90.449997,92.300003,85.5,86.75,86.35334,1622200
5/7/2015,86.300003,87.599998,81.75,82.300003,81.923691,581536
5/8/2015,83.099998,85,82.699997,83.599998,83.217743,591782
5/11/2015,84.25,84.949997,83.5,84.25,83.864769,345132
5/12/2015,84.050003,84.300003,81.099998,81.699997,81.326431,272969
5/13/2015,82,83.949997,81.150002,82,81.625061,374087
5/14/2015,82.150002,82.400002,81,81.650002,81.276657,218641
5/15/2015,81.900002,84.449997,81.849998,83.800003,83.416832,411672
5/18/2015,83.949997,84.400002,83,83.449997,83.068428,283838
5/19/2015,83.550003,85.449997,82.949997,83.300003,82.919121,472347
5/20/2015,83.699997,84.800003,83.599998,83.900002,83.516373,302292
5/21/2015,84.400002,84.400002,81.550003,83.300003,82.919121,190649
5/22/2015,83,84.300003,82.150002,83.800003,83.416832,280291
5/25/2015,84.300003,84.300003,83.199997,83.599998,83.217743,224891
5/26/2015,84.400002,84.400002,83.150002,83.650002,83.267517,174797
5/27/2015,83.199997,83.550003,82.900002,83.199997,82.819572,163310
5/28/2015,83.349998,84.650002,83.099998,83.849998,83.466599,161214
5/29/2015,84.199997,84.5,83.550003,84,83.615913,170804
6/1/2015,84.199997,88.900002,83.400002,85.949997,85.556992,658330
6/2/2015,86.199997,88.949997,84.400002,84.800003,84.412262,656337
6/3/2015,84.949997,85.800003,79.400002,82.099998,81.724602,501549
6/4/2015,82.5,83.349998,80.150002,81,80.629631,313396
6/5/2015,81.25,87.400002,80.849998,83.599998,83.217743,1524086
6/8/2015,83.75,85.150002,82.449997,82.800003,82.421402,387072
6/9/2015,82.449997,84.150002,81.599998,83.25,82.869347,287437
6/10/2015,83.400002,87.5,82.699997,86.099998,85.706314,551652
6/11/2015,86.800003,87.900002,84.25,86.5,86.104485,523317
6/12/2015,86,90.199997,84.849998,89.199997,88.792137,787229
6/15/2015,89.699997,89.699997,87.099998,88.849998,88.443733,348353
6/16/2015,88,90.400002,86.599998,89.25,88.841911,370554
6/17/2015,89.400002,92.699997,88,91.699997,91.280701,1005387
6/18/2015,92.400002,97.25,91.5,96.550003,96.108536,1476140
6/19/2015,96.949997,97.400002,94.5,95.150002,94.714935,633286
6/22/2015,95.150002,96,94.699997,95.150002,94.714935,369546
6/23/2015,95.5,100.5,94.5,98.300003,97.850533,1485520
6/24/2015,98.699997,99.800003,95.199997,96.349998,95.909439,566774
6/25/2015,96.599998,100.099998,95.150002,99.5,99.045044,746039
6/26/2015,99.800003,101.900002,97.099998,99.650002,99.194359,1195392
6/29/2015,95.099998,96.800003,93.5,96.400002,95.959221,392882
6/30/2015,96.900002,101,96.75,99.099998,98.646866,785485
7/1/2015,98,102,98,99.949997,99.492981,906416
7/2/2015,100.5,101.599998,99.099998,99.900002,99.443214,363803
7/3/2015,99.650002,100.699997,97.5,98.050003,97.601677,287849
7/6/2015,95.099998,99.900002,95.099998,99.25,98.796181,431772
7/7/2015,100,101.75,98.699997,99.650002,99.194359,656833
7/8/2015,98.400002,100.550003,97.199997,98.25,97.800758,470253
7/9/2015,99.699997,100.900002,98.099998,99.150002,98.69664,546165
7/10/2015,102.400002,104,100.199997,101,100.538185,1175737
7/13/2015,102.5,102.5,100,100.699997,100.239548,331395
7/14/2015,101.099998,104.800003,99,103.449997,102.976974,1213513
7/15/2015,103.300003,105.199997,101,101.550003,101.08567,753029
7/16/2015,101.849998,104,101.099998,101.849998,101.384293,440828
7/17/2015,103,108.400002,102.5,107.25,106.759605,2005228
7/20/2015,108,114.699997,107.599998,113.699997,113.180107,2670232
7/21/2015,114.449997,114.800003,108.349998,109.550003,109.049088,956917
7/22/2015,109,116.449997,107,115.099998,114.573708,1572007
7/23/2015,115.5,115.550003,111,111.449997,110.940399,744017
7/24/2015,111.449997,111.75,108.199997,109.349998,108.849998,500818
7/27/2015,109.699997,109.699997,104.5,105.849998,105.849998,348505
7/28/2015,106.349998,108.150002,103.5,106.300003,106.300003,463802
7/29/2015,107,109.800003,106.5,108.449997,108.449997,518142
7/30/2015,111.400002,113.900002,110.25,110.949997,110.949997,904144
7/31/2015,111.75,113.199997,108.199997,112.849998,112.849998,1501192
8/3/2015,112.949997,114.599998,110.349998,111.300003,111.300003,555940
8/4/2015,111.849998,114.400002,109.25,113.900002,113.900002,792647
8/5/2015,114.400002,115.75,110.699997,114.150002,114.150002,1069754
8/6/2015,111.550003,111.550003,105.800003,106.5,106.5,1003115
8/7/2015,107.349998,110.849998,106.25,109.75,109.75,711850
8/10/2015,110,110.800003,106.099998,107.150002,107.150002,390044
8/11/2015,108.550003,110.400002,106.199997,107.25,107.25,511538
8/12/2015,106.5,108.300003,103.300003,103.900002,103.900002,405742
8/13/2015,105,106.5,98,98.650002,98.650002,514426
8/14/2015,99.900002,102.800003,99,101.650002,101.650002,329265
8/17/2015,101.5,104.699997,99.25,102.550003,102.550003,328707
8/18/2015,102.849998,105.800003,102.050003,104.300003,104.300003,368873
