Date,Open,High,Low,Close,Adj Close,Volume
4/11/2007,301.350006,302.362,296.75,297.638,186.847321,3826336
4/12/2007,297,302.25,293,300.237,188.478897,3694956
4/13/2007,302.5,317.100006,298.5,315.5,198.06041,9778848
4/16/2007,321,326.475006,317.562012,320.062012,200.924316,9986220
4/17/2007,321.424988,328.75,309.5,312.562012,196.216125,10464964
4/18/2007,313.5,316.25,310.25,311.875,195.78479,2853584
4/19/2007,307.5,312,301.274994,310.725006,195.062836,3164652
4/20/2007,313,316.987,312.524994,314.412994,197.378098,2870752
4/23/2007,313.75,317.450012,311.25,311.950012,195.831909,2265224
4/24/2007,311,315.5,304.75,306.212006,192.229767,6922516
